aX,aY,aZ,gX,gY,gZ
-2.294,-1.860,2.364,16.590,-214.830,-760.410
-2.199,-1.164,2.156,51.940,-292.110,-777.700
-2.209,-0.542,1.771,63.630,-350.700,-799.890
-2.284,-0.273,1.394,92.260,-369.950,-801.220
-2.247,0.196,1.260,112.630,-397.250,-783.230
-2.127,0.529,1.035,124.250,-425.320,-750.750
-1.836,0.668,0.882,127.960,-426.790,-730.800
-1.592,0.933,0.760,129.920,-431.130,-679.840
-1.463,1.155,0.581,127.260,-425.950,-617.960
-1.207,1.265,0.415,112.770,-415.380,-582.330
-0.939,1.434,0.312,117.250,-391.930,-504.910
-0.797,1.581,0.208,122.360,-378.210,-418.530
-0.521,1.649,0.102,118.860,-347.340,-371.070
-0.251,1.732,0.044,126.350,-314.020,-271.110
-0.135,1.762,-0.006,136.290,-295.190,-171.150
0.046,1.763,-0.025,120.750,-251.790,-121.030
0.227,1.720,-0.089,115.780,-208.110,-21.910
0.294,1.544,-0.154,121.870,-185.850,68.180
0.319,1.512,-0.171,132.650,-136.150,109.130
0.309,1.284,-0.089,125.930,-86.380,180.040
0.294,1.162,0.026,86.240,-61.320,239.470
0.271,0.913,0.073,40.530,-14.420,263.620
0.133,0.689,0.140,25.620,25.690,305.270
0.196,0.589,0.206,11.270,43.260,323.540
0.114,0.386,0.253,1.330,75.250,352.590
0.075,0.169,0.355,-8.330,91.070,367.710
0.031,0.071,0.464,-32.970,118.090,372.540
0.004,-0.121,0.502,-39.760,134.470,378.840
-0.019,-0.303,0.581,-35.490,139.580,380.100
-0.079,-0.390,0.676,-27.440,145.250,378.770
-0.164,-0.565,0.712,-23.520,145.460,371.280
-0.201,-0.735,0.776,1.960,143.640,357.700
-0.282,-0.816,0.960,-5.880,149.730,347.970
-0.360,-0.972,0.929,-13.930,151.550,323.750
-0.387,-1.046,0.990,-12.110,150.710,295.330
-0.442,-1.179,1.040,-8.890,144.480,279.650
-0.478,-1.301,1.114,-9.240,138.250,243.740
-0.488,-1.363,1.185,-16.380,133.910,200.970
-0.532,-1.454,1.205,-22.540,126.000,179.830
-0.542,-1.517,1.249,-19.880,111.860,136.150
-0.529,-1.545,1.301,-11.760,103.950,95.620
-0.529,-1.563,1.320,-6.300,86.310,68.180
-0.536,-1.541,1.336,-1.610,59.430,25.550
-0.551,-1.515,1.363,6.790,60.060,4.550
-0.562,-1.432,1.372,7.420,44.730,-35.210
-0.563,-1.282,1.360,-0.490,38.430,-70.490
-0.557,-1.191,1.299,-3.500,27.650,-85.610
-0.501,-1.017,1.276,-4.270,20.510,-113.120
-0.477,-0.848,1.230,-6.370,17.500,-135.590
-0.448,-0.766,1.211,-10.220,12.810,-143.920
-0.416,-0.612,1.173,-10.780,7.490,-154.210
-0.400,-0.543,1.135,-8.050,4.900,-159.530
-0.344,-0.430,1.122,-3.640,-0.420,-160.790
-0.314,-0.322,1.103,-1.820,-7.210,-159.740
-0.273,-0.269,1.077,1.470,-10.430,-157.430
-0.252,-0.172,1.061,3.290,-16.170,-149.450
-0.236,-0.087,1.034,4.340,-19.460,-136.710
-0.187,-0.054,1.002,7.000,-26.180,-129.360
-0.149,-0.002,0.986,7.280,-31.640,-114.450
-0.151,0.053,0.930,5.880,-33.040,-97.790
-0.175,0.076,0.901,9.940,-33.040,-88.410

-2.763,-2.117,-0.136,-132.370,-214.270,-642.390
-2.572,-2.056,-0.283,-131.880,-229.040,-708.330
-2.979,-1.793,-0.503,-174.790,-221.760,-768.320
-3.262,-1.671,-0.590,-233.660,-204.680,-801.430
-3.173,-1.407,-0.766,-268.310,-175.280,-854.490
-2.986,-1.312,-0.970,-298.200,-162.610,-907.550
-2.867,-1.071,-1.022,-318.360,-131.250,-930.930
-2.842,-0.775,-1.113,-340.760,-88.900,-972.230
-2.807,-0.632,-1.264,-371.420,-64.820,-1001.350
-2.755,-0.338,-1.301,-399.420,-3.920,-1012.270
-2.717,-0.063,-1.331,-412.790,54.880,-1024.170
-2.549,0.078,-1.376,-427.560,85.400,-1023.470
-2.424,0.356,-1.380,-441.280,150.640,-1007.580
-2.358,0.587,-1.354,-452.130,199.290,-978.530
-2.166,0.693,-1.338,-472.080,248.220,-958.720
-1.931,0.871,-1.303,-497.140,313.880,-910.140
-1.790,0.978,-1.270,-497.700,343.910,-861.210
-1.531,1.038,-1.187,-489.790,393.050,-833.700
-1.327,1.137,-1.137,-492.870,434.420,-778.120
-1.212,1.216,-1.065,-488.180,452.130,-717.290
-1.029,1.242,-1.004,-479.990,484.540,-686.490
-0.905,1.260,-0.970,-473.900,518.140,-628.110
-0.834,1.286,-0.867,-481.110,537.600,-568.330
-0.741,1.290,-0.807,-502.810,574.700,-537.390
-0.701,1.269,-0.699,-510.230,606.690,-478.100
-0.676,1.234,-0.657,-510.370,626.150,-415.800
-0.642,1.199,-0.594,-500.430,666.750,-383.460
-0.654,1.092,-0.379,-508.340,704.900,-321.230
-0.691,0.890,-0.239,-498.470,719.950,-261.730
-0.678,0.855,-0.118,-492.100,739.410,-234.990
-0.665,0.671,0.044,-495.320,758.660,-192.080
-0.692,0.556,0.339,-555.520,768.110,-174.510
-0.703,0.492,0.346,-617.610,784.420,-152.740
-0.706,0.357,0.082,-541.800,779.660,-122.920
-0.709,0.290,0.366,-401.240,770.490,-116.060
-0.809,0.229,0.486,-383.040,764.330,-104.930
-0.840,0.155,0.617,-382.060,757.260,-95.550
-0.802,0.098,0.694,-363.650,750.890,-94.570
-0.817,0.024,0.725,-308.490,733.530,-93.450
-0.856,-0.039,0.818,-274.820,723.310,-99.120
-0.837,-0.065,0.976,-233.940,706.510,-103.950
-0.811,-0.108,1.048,-203.140,684.250,-116.270
-0.809,-0.143,1.206,-196.350,671.020,-135.520
-0.834,-0.136,1.365,-221.060,651.350,-143.990
-0.857,-0.130,1.428,-262.150,639.730,-159.950
-0.889,-0.120,1.291,-205.170,620.130,-171.640
-0.915,-0.099,1.675,-172.060,586.880,-180.530
-0.784,-0.059,1.739,-234.080,572.180,-193.060
-0.742,-0.057,1.573,-203.280,549.780,-202.510
-0.802,-0.019,1.859,-79.660,499.030,-206.710
-0.787,0.090,1.945,-98.000,463.960,-217.280
-0.724,0.231,1.957,-121.170,439.950,-228.270
-0.639,0.177,1.942,-62.370,379.610,-231.980
-0.521,0.287,2.044,-52.570,320.250,-240.870
-0.448,0.343,2.056,-68.880,292.040,-249.060
-0.386,0.477,2.005,-85.890,238.070,-250.670
-0.394,0.623,1.842,-90.090,193.690,-248.570
-0.372,0.683,1.682,-98.630,174.230,-246.470
-0.347,0.793,1.594,-111.720,143.850,-239.330
-0.329,0.888,1.408,-116.690,124.320,-227.360
-0.245,0.937,1.257,-134.400,118.720,-218.890
-0.343,0.999,1.139,-125.650,110.600,-204.820
-0.427,1.118,1.000,-129.640,116.270,-179.620
-0.418,1.152,0.922,-152.320,129.780,-164.920
-0.370,1.209,0.865,-138.180,142.520,-128.100
-0.335,1.244,0.835,-126.770,147.070,-85.540
-0.291,1.251,0.828,-108.150,157.150,-62.930
-0.278,1.241,0.842,-96.530,165.200,-16.940
-0.289,1.167,0.904,-75.110,168.560,24.710
-0.325,1.109,1.077,-49.700,171.640,44.450
-0.394,0.956,1.070,-37.730,173.320,78.890
-0.424,0.785,1.188,-27.650,173.950,104.020
-0.467,0.704,1.239,-27.160,174.020,113.540
-0.486,0.551,1.332,-28.210,170.870,128.520
-0.491,0.479,1.415,-28.140,168.140,135.310
-0.472,0.341,1.465,-35.210,159.040,136.710
-0.432,0.214,1.550,-37.590,143.010,136.150
-0.412,0.155,1.620,-37.660,133.350,129.990
-0.355,0.031,1.650,-39.690,110.390,123.970
-0.300,-0.080,1.702,-41.510,81.690,107.100
-0.224,-0.123,1.707,-40.040,67.060,98.490
-0.098,-0.190,1.710,-37.870,34.720,80.150
-0.042,-0.252,1.666,-35.070,0.210,57.610
0.035,-0.267,1.568,-25.060,-12.740,45.500
0.070,-0.255,1.502,-25.270,-34.230,20.510
0.097,-0.189,1.345,-33.110,-42.560,-0.350
0.166,-0.142,1.182,-40.950,-54.740,-9.520
0.214,-0.041,1.103,-44.240,-61.320,-23.030
0.227,0.071,0.956,-41.160,-62.370,-29.330
0.262,0.120,0.903,-36.190,-61.320,-30.590
0.296,0.197,0.809,-33.460,-55.930,-31.430
0.311,0.233,0.727,-33.530,-51.730,-28.000
0.316,0.308,0.679,-29.470,-39.830,-24.430
0.283,0.365,0.603,-26.320,-22.120,-15.330
0.265,0.384,0.562,-26.810,-11.270,-10.920
0.223,0.417,0.544,-29.190,12.600,-0.140
0.200,0.438,0.529,-27.300,43.260,14.000
0.171,0.437,0.572,-22.960,49.350,21.980
0.151,0.392,0.627,-19.880,67.760,35.280
0.142,0.299,0.766,-19.250,74.550,43.610
0.102,0.252,0.894,-22.680,84.420,45.920
0.055,0.173,0.948,-24.990,91.350,48.440
0.038,0.108,1.044,-26.390,93.240,48.300
0.028,0.075,1.220,-28.630,94.150,46.200
0.039,0.018,1.185,-32.200,90.860,39.410
0.041,-0.002,1.249,-35.700,88.060,31.220
0.052,-0.029,1.282,-37.730,80.150,27.230
0.091,-0.047,1.344,-38.920,67.410,19.530
0.109,-0.054,1.383,-37.310,59.220,16.030
0.131,-0.060,1.388,-28.560,41.440,10.150
0.130,-0.059,1.383,-21.280,23.520,4.130
0.141,-0.055,1.384,-14.210,15.120,0.700
0.151,-0.032,1.369,-8.820,-0.490,-5.530
0.151,0.016,1.313,-7.770,-7.070,-11.200
0.158,0.049,1.230,-8.260,-17.010,-12.950
0.176,0.113,1.182,-7.000,-24.780,-14.210
0.176,0.165,1.091,-3.360,-27.160,-13.930
0.163,0.186,1.052,-6.020,-27.160,-13.860
0.164,0.217,0.983,-8.470,-23.940,-12.040

