aX,aY,aZ,gX,gY,gZ
0.054,-0.657,0.561,-20.090,4.690,-33.110
0.075,-0.658,0.601,-19.670,4.970,-27.790
0.079,-0.684,0.671,-24.290,4.690,-22.680
0.083,-0.703,0.724,-30.870,3.500,-20.650
0.064,-0.737,0.760,-35.630,-0.210,-15.960
0.053,-0.751,0.803,-42.700,-3.220,-10.080
0.029,-0.795,0.807,-45.430,-11.690,-6.790
0.015,-0.867,0.775,-47.600,-18.900,-1.820
0.006,-0.904,0.705,-52.220,-21.560,17.850
-0.033,-0.987,0.665,-56.490,-23.520,1.960
-0.054,-1.078,0.590,-58.590,-20.930,0.840
-0.081,-1.123,0.553,-62.580,-18.760,-1.750
-0.146,-1.221,0.531,-46.830,-14.350,-11.480
-0.140,-1.343,0.529,-34.720,-12.460,-29.050
-0.070,-1.370,0.609,-45.850,-8.120,-36.260
0.041,-1.322,0.647,-56.420,-13.020,-48.160
0.068,-1.259,0.690,-56.070,-18.480,-57.610
0.070,-1.220,0.657,-65.240,-24.360,-62.300
0.116,-1.096,0.617,-70.630,-31.430,-66.710
0.123,-0.891,0.531,-81.550,-33.390,-62.440
0.128,-0.892,0.453,-80.990,-34.020,-58.940
0.145,-0.877,0.344,-76.650,-32.830,-51.310
0.161,-0.894,0.301,-73.010,-31.850,-45.430
0.148,-0.977,0.285,-61.040,-31.430,-44.870
0.112,-1.083,0.291,-60.340,-32.410,-48.300
0.060,-1.123,0.241,-59.500,-31.990,-51.240
0.019,-1.191,0.212,-50.890,-28.700,-60.480
-0.002,-1.240,0.199,-47.460,-26.040,-72.380
-0.044,-1.258,0.228,-44.100,-20.790,-79.100
-0.072,-1.277,0.247,-42.980,-17.780,-92.960
-0.081,-1.271,0.286,-45.360,-17.570,-107.240
-0.108,-1.255,0.297,-47.740,-18.690,-113.960
-0.106,-1.198,0.288,-48.790,-20.020,-127.260
-0.077,-1.106,0.251,-54.460,-19.740,-139.160
0.027,-1.050,0.221,-63.910,-15.330,-143.360
0.160,-0.917,0.166,-67.550,-8.050,-145.670
0.223,-0.850,0.159,-73.850,-4.270,-139.370
0.315,-0.727,0.171,-78.260,0.070,-133.840
0.344,-0.646,0.200,-80.710,-0.070,-120.330
0.381,-0.629,0.204,-81.970,-2.030,-95.550
0.416,-0.631,0.202,-80.990,-6.720,-101.710
0.436,-0.658,0.182,-77.420,-9.660,-92.470
0.463,-0.670,0.152,-61.390,-18.620,-88.200
0.449,-0.693,0.133,-53.340,-27.930,-79.870
0.395,-0.734,0.082,-39.830,-29.750,-72.940
0.405,-0.754,0.023,-44.660,-35.420,-70.000
0.376,-0.831,-0.037,-46.690,-31.710,-65.310
0.374,-0.935,-0.136,-52.850,-26.950,-65.870
0.357,-0.996,-0.170,-56.000,-12.950,-68.460
0.332,-1.113,-0.196,-57.750,5.740,-78.960
0.330,-1.159,-0.133,-62.860,15.610,-96.250
0.283,-1.214,-0.072,-74.060,33.250,-107.240
0.232,-1.179,0.074,-80.780,44.800,-128.660

1.856,2.287,1.113,-12.670,97.300,175.910
1.809,2.370,1.287,-6.930,78.120,221.060
1.755,2.460,1.315,14.840,34.930,260.680
1.719,2.437,1.259,28.980,-4.200,316.540
1.600,2.379,1.062,56.840,-21.840,341.670
1.453,2.204,0.925,87.150,-41.860,386.750
1.374,1.982,0.615,92.540,-45.570,426.650
1.180,1.859,0.327,115.990,-41.580,444.570
0.980,1.595,0.215,128.170,-26.600,476.140
0.875,1.313,0.066,147.980,-16.030,503.650
0.646,1.176,0.035,149.100,10.640,516.390
0.386,0.877,0.043,143.010,44.030,540.750
0.287,0.514,0.164,125.370,61.320,563.430
0.133,0.303,0.264,106.400,95.340,574.140
-0.104,-0.202,0.514,101.290,134.820,594.580
-0.262,-0.485,0.896,62.370,159.040,614.110
-0.569,-1.159,1.073,6.440,214.410,619.710
-0.837,-1.890,1.528,-8.750,267.540,618.170
-1.031,-2.227,2.254,-65.170,285.320,592.200
-1.576,-2.875,2.595,-149.100,276.220,567.280
-1.912,-3.413,3.143,-182.420,213.150,487.060
-2.310,-3.629,3.345,-238.070,155.610,432.670
-2.595,-3.957,3.248,-229.950,-6.370,294.840
-2.726,-3.943,2.731,-191.800,-182.420,144.130
-2.723,-3.665,2.001,-166.460,-267.890,79.240
-2.857,-3.687,1.560,194.600,-531.720,-91.070
-2.885,-2.723,1.093,224.140,-654.780,-191.240
-3.127,-2.193,-0.605,278.530,-825.300,-212.380
-3.379,-1.372,-1.452,437.850,-886.620,-203.630
-3.333,-0.740,-2.521,472.500,-888.440,-126.630
-3.299,-0.567,-3.415,342.440,-862.190,-78.050
-3.034,-0.640,-4.057,289.590,-753.340,10.010
-2.832,-0.905,-5.137,294.350,-649.250,94.500
-2.346,-1.119,-5.535,276.640,-375.340,126.910
-2.177,-1.726,-5.583,245.070,-71.680,155.260
-2.029,-2.403,-5.265,219.240,90.860,139.370
-1.845,-2.620,-4.529,212.940,355.810,126.840
-1.761,-2.806,-2.650,197.400,507.290,91.140
-1.715,-2.669,-0.906,168.280,562.940,52.780
-1.641,-2.652,-0.122,147.700,559.650,32.760
-1.472,-2.549,1.221,164.290,403.340,-13.860
-1.368,-2.465,2.147,160.230,324.030,-55.790
-0.998,-2.251,2.337,139.650,148.540,-72.520
-0.697,-1.945,2.201,136.920,-4.200,-93.870
-0.640,-1.780,1.322,127.890,-50.960,-120.820
-0.655,-1.525,0.838,129.920,-82.880,-125.650
-0.683,-1.251,0.165,113.050,-56.420,-150.850
-0.660,-1.084,-0.217,80.080,-31.500,-160.790
-0.559,-0.715,-0.290,73.990,25.130,-175.350
-0.502,-0.326,-0.187,65.800,53.550,-179.690
-0.410,-0.130,0.048,46.480,106.610,-176.610
-0.315,0.233,0.206,47.460,145.740,-157.920
-0.259,0.518,0.644,42.210,158.760,-123.340
-0.152,0.612,1.018,42.140,172.340,-101.360
-0.065,0.664,1.251,50.050,160.720,-53.550
-0.032,0.535,1.644,26.180,148.400,-9.100
-0.033,0.402,1.707,46.340,115.010,9.310
-0.021,0.095,1.900,52.570,73.360,35.840
-0.010,-0.075,1.913,48.230,50.750,49.140
-0.116,-0.421,1.839,72.380,9.100,50.750
-0.150,-0.700,1.725,69.510,-26.600,47.390
-0.159,-0.806,1.481,56.980,-40.740,43.890
-0.156,-0.931,1.344,60.690,-65.660,37.870
-0.164,-1.039,1.036,70.910,-74.130,28.700
-0.172,-1.071,0.889,86.240,-88.760,24.710
-0.202,-1.089,0.813,50.050,-96.110,15.330
-0.209,-1.078,0.541,41.580,-96.810,6.090
-0.235,-1.056,0.334,33.740,-92.540,1.260
-0.260,-1.017,0.265,24.430,-84.420,-7.490
-0.267,-0.961,0.138,11.620,-78.610,-9.940
-0.178,-0.911,0.041,12.880,-57.820,-7.420
-0.155,-0.894,-0.005,19.390,-41.160,-1.120
-0.162,-0.900,0.061,16.730,-33.670,3.850
-0.188,-0.930,0.080,8.050,-20.160,6.160
-0.191,-0.963,0.108,5.250,-7.490,10.360
-0.176,-0.978,0.131,-2.170,-3.990,12.950
-0.150,-1.020,0.142,0.560,4.060,18.830
-0.143,-1.087,0.185,1.470,6.930,23.380
-0.137,-1.120,0.211,-1.680,12.530,24.850
-0.134,-1.192,0.213,-3.010,20.090,24.850
-0.137,-1.359,0.214,-3.360,24.430,18.690
-0.140,-1.309,0.217,-4.340,36.750,13.650
-0.149,-1.360,0.258,-6.930,50.750,-2.380
-0.158,-1.372,0.346,-16.660,57.750,-21.980
-0.163,-1.322,0.392,-30.660,69.510,-31.430
-0.158,-1.188,0.491,-43.050,80.010,-45.360
-0.151,-1.106,0.525,-46.410,84.910,-49.770
-0.126,-0.904,0.605,-54.180,91.490,-50.330
-0.102,-0.739,0.728,-59.850,92.330,-41.720
-0.030,-0.682,0.812,-60.480,91.140,-35.000
0.037,-0.616,0.868,-58.870,83.580,-17.990
0.075,-0.629,0.946,-59.780,77.560,-0.140
0.070,-0.689,0.923,-42.140,65.240,5.180
0.016,-0.825,0.926,-34.790,50.610,10.640
0.027,-0.919,0.925,-48.090,43.120,11.620
0.041,-0.965,0.879,-38.500,28.070,10.290
0.035,-1.059,0.851,-36.050,11.830,3.570
0.032,-1.112,0.776,-41.230,4.200,-9.450
0.028,-1.215,0.731,-51.870,-5.670,-18.200
0.019,-1.315,0.617,-58.240,-12.110,-38.220
-0.041,-1.363,0.472,-51.030,-15.750,-48.790
-0.094,-1.422,0.408,-39.900,-23.380,-69.790
-0.109,-1.440,0.260,-37.380,-26.250,-90.160
-0.113,-1.438,0.085,-35.910,-26.390,-100.380
-0.099,-1.419,0.002,-36.890,-18.270,-122.010
-0.082,-1.377,-0.150,-40.740,-10.640,-143.220
-0.036,-1.342,-0.229,-44.170,9.450,-152.670
0.001,-1.263,-0.232,-45.220,32.130,-166.390
0.025,-1.201,-0.183,-57.610,42.210,-176.540
0.082,-1.183,-0.172,-59.850,63.490,-180.950
0.133,-1.123,-0.046,-67.270,79.450,-189.140
0.156,-1.080,0.049,-77.490,85.680,-195.860
0.175,-0.956,0.099,-87.640,98.770,-198.100
0.162,-0.814,0.242,-95.410,108.500,-200.270
0.150,-0.748,0.338,-104.790,112.070,-197.400
0.134,-0.639,0.384,-94.150,114.520,-194.180
0.129,-0.584,0.474,-85.960,112.000,-183.470
0.138,-0.572,0.490,-76.370,109.970,-176.680
0.171,-0.594,0.447,-59.290,105.910,-162.120

